,Year,Trade.Flow,Reporter,Reporter.Code,CONCAT_1,GDP Country 1,Partner,Partner.Code,CONCAT_2,GDP Country 2,Trade.Value..US..,concat,Year in Force ,FTA Dummy ,Bucket ,Panel Number
207,1992,Export,Canada,124,1992_Canada,5.92388E+11,Panama,591,1992_Panama,8042338000,16925198,124591,2013,0,9,8
208,1993,Export,Canada,124,1993_Canada,5.77171E+11,Panama,591,1993_Panama,8782585000,19503467,124591,2013,0,9,8
209,1994,Export,Canada,124,1994_Canada,5.78139E+11,Panama,591,1994_Panama,9365290000,21268720,124591,2013,0,9,8
210,1995,Export,Canada,124,1995_Canada,6.04032E+11,Panama,591,1995_Panama,9573814000,37225163,124591,2013,0,9,8
211,1996,Export,Canada,124,1996_Canada,6.28546E+11,Panama,591,1996_Panama,9870494000,34881330,124591,2013,0,9,8
212,1997,Export,Canada,124,1997_Canada,6.52825E+11,Panama,591,1997_Panama,10677290000,30101555,124591,2013,0,9,8
213,1998,Export,Canada,124,1998_Canada,6.31813E+11,Panama,591,1998_Panama,11575490000,36557848,124591,2013,0,9,8
214,1999,Export,Canada,124,1999_Canada,6.76083E+11,Panama,591,1999_Panama,12130250000,34690442,124591,2013,0,9,8
215,2000,Export,Canada,124,2000_Canada,7.42293E+11,Panama,591,2000_Panama,12304120000,37931716,124591,2013,0,9,8
216,2001,Export,Canada,124,2001_Canada,7.3638E+11,Panama,591,2001_Panama,12502010000,31182703,124591,2013,0,9,8
217,2002,Export,Canada,124,2002_Canada,7.57951E+11,Panama,591,2002_Panama,12994310000,23632196,124591,2013,0,9,8
218,2003,Export,Canada,124,2003_Canada,8.92381E+11,Panama,591,2003_Panama,13693980000,39857124,124591,2013,0,9,8
219,2004,Export,Canada,124,2004_Canada,1.0232E+12,Panama,591,2004_Panama,15013380000,55982811,124591,2013,0,9,8
220,2005,Export,Canada,124,2005_Canada,1.16936E+12,Panama,591,2005_Panama,16374390000,49695706,124591,2013,0,9,8
221,2006,Export,Canada,124,2006_Canada,1.31542E+12,Panama,591,2006_Panama,18141670000,73927845,124591,2013,0,9,8
222,2007,Export,Canada,124,2007_Canada,1.46498E+12,Panama,591,2007_Panama,21295980000,79661053,124591,2013,0,9,8
223,2008,Export,Canada,124,2008_Canada,1.54913E+12,Panama,591,2008_Panama,25155890000,115904196,124591,2013,0,9,8
224,2009,Export,Canada,124,2009_Canada,1.37115E+12,Panama,591,2009_Panama,27116640000,75688675,124591,2013,0,9,8
225,2010,Export,Canada,124,2010_Canada,1.61346E+12,Panama,591,2010_Panama,29440290000,122834126,124591,2013,0,9,8
226,2011,Export,Canada,124,2011_Canada,1.78865E+12,Panama,591,2011_Panama,34686220000,103106915,124591,2013,0,9,8
227,2012,Export,Canada,124,2012_Canada,1.82429E+12,Panama,591,2012_Panama,40429730000,91013717,124591,2013,0,9,8
228,2013,Export,Canada,124,2013_Canada,1.84263E+12,Panama,591,2013_Panama,45599990000,91952161,124591,2013,1,9,8
229,2014,Export,Canada,124,2014_Canada,1.79927E+12,Panama,591,2014_Panama,49921460000,85150962,124591,2013,1,9,8
230,2015,Export,Canada,124,2015_Canada,1.55962E+12,Panama,591,2015_Panama,54315720000,108148921,124591,2013,1,9,8
231,2016,Export,Canada,124,2016_Canada,1.53577E+12,Panama,591,2016_Panama,57820920000,91589210,124591,2013,1,9,8
232,2017,Export,Canada,124,2017_Canada,1.65304E+12,Panama,591,2017_Panama,61838180000,116223065,124591,2013,1,9,8
233,1989,Export,Canada,124,1989_Canada,5.65056E+11,Peru,604,1989_Peru,22499560000,49231999,124604,2009,0,10,9
234,1990,Export,Canada,124,1990_Canada,5.9393E+11,Peru,604,1990_Peru,26410390000,50008858,124604,2009,0,10,9
235,1991,Export,Canada,124,1991_Canada,6.10328E+11,Peru,604,1991_Peru,34672120000,67072344,124604,2009,0,10,9
236,1992,Export,Canada,124,1992_Canada,5.92388E+11,Peru,604,1992_Peru,36139230000,75590624,124604,2009,0,10,9
237,1993,Export,Canada,124,1993_Canada,5.77171E+11,Peru,604,1993_Peru,35158110000,75359679,124604,2009,0,10,9
238,1994,Export,Canada,124,1994_Canada,5.78139E+11,Peru,604,1994_Peru,44882080000,62872899,124604,2009,0,10,9
239,1995,Export,Canada,124,1995_Canada,6.04032E+11,Peru,604,1995_Peru,53312790000,105658722,124604,2009,0,10,9
240,1996,Export,Canada,124,1996_Canada,6.28546E+11,Peru,604,1996_Peru,55252410000,128694479,124604,2009,0,10,9
241,1997,Export,Canada,124,1997_Canada,6.52825E+11,Peru,604,1997_Peru,58147520000,225087741,124604,2009,0,10,9
242,1998,Export,Canada,124,1998_Canada,6.31813E+11,Peru,604,1998_Peru,55501470000,126205984,124604,2009,0,10,9
243,1999,Export,Canada,124,1999_Canada,6.76083E+11,Peru,604,1999_Peru,50187320000,116085070,124604,2009,0,10,9
244,2000,Export,Canada,124,2000_Canada,7.42293E+11,Peru,604,2000_Peru,51744750000,137750905,124604,2009,0,10,9
245,2001,Export,Canada,124,2001_Canada,7.3638E+11,Peru,604,2001_Peru,52030160000,122670142,124604,2009,0,10,9
246,2002,Export,Canada,124,2002_Canada,7.57951E+11,Peru,604,2002_Peru,54777550000,107801327,124604,2009,0,10,9
247,2003,Export,Canada,124,2003_Canada,8.92381E+11,Peru,604,2003_Peru,58731030000,95632612,124604,2009,0,10,9
248,2004,Export,Canada,124,2004_Canada,1.0232E+12,Peru,604,2004_Peru,66768700000,127335281,124604,2009,0,10,9
249,2005,Export,Canada,124,2005_Canada,1.16936E+12,Peru,604,2005_Peru,76060610000,218529962,124604,2009,0,10,9
250,2006,Export,Canada,124,2006_Canada,1.31542E+12,Peru,604,2006_Peru,88643190000,254396971,124604,2009,0,10,9
251,2007,Export,Canada,124,2007_Canada,1.46498E+12,Peru,604,2007_Peru,1.02171E+11,309125373,124604,2009,0,10,9
252,2008,Export,Canada,124,2008_Canada,1.54913E+12,Peru,604,2008_Peru,1.20551E+11,359416527,124604,2009,0,10,9
253,2009,Export,Canada,124,2009_Canada,1.37115E+12,Peru,604,2009_Peru,1.20823E+11,375120856,124604,2009,1,10,9
254,2010,Export,Canada,124,2010_Canada,1.61346E+12,Peru,604,2010_Peru,1.47529E+11,462841413,124604,2009,1,10,9
255,2011,Export,Canada,124,2011_Canada,1.78865E+12,Peru,604,2011_Peru,1.71762E+11,521353975,124604,2009,1,10,9
256,2012,Export,Canada,124,2012_Canada,1.82429E+12,Peru,604,2012_Peru,1.92649E+11,536919788,124604,2009,1,10,9
257,2013,Export,Canada,124,2013_Canada,1.84263E+12,Peru,604,2013_Peru,2.01218E+11,588592779,124604,2009,1,10,9
258,2014,Export,Canada,124,2014_Canada,1.79927E+12,Peru,604,2014_Peru,2.01081E+11,719908567,124604,2009,1,10,9
259,2015,Export,Canada,124,2015_Canada,1.55962E+12,Peru,604,2015_Peru,1.89927E+11,671669427,124604,2009,1,10,9
260,2016,Export,Canada,124,2016_Canada,1.53577E+12,Peru,604,2016_Peru,1.9164E+11,577131081,124604,2009,1,10,9
261,2017,Export,Canada,124,2017_Canada,1.65304E+12,Peru,604,2017_Peru,2.11389E+11,548108413,124604,2009,1,10,9
262,1993,Export,Canada,124,1993_Canada,5.77171E+11,Ukraine,804,1993_Ukraine,65648560000,22902270,124804,2017,0,8,10
263,1994,Export,Canada,124,1994_Canada,5.78139E+11,Ukraine,804,1994_Ukraine,52549560000,6744469,124804,2017,0,8,10
264,1995,Export,Canada,124,1995_Canada,6.04032E+11,Ukraine,804,1995_Ukraine,48213870000,34055626,124804,2017,0,8,10
265,1996,Export,Canada,124,1996_Canada,6.28546E+11,Ukraine,804,1996_Ukraine,44558080000,27257740,124804,2017,0,8,10
266,1997,Export,Canada,124,1997_Canada,6.52825E+11,Ukraine,804,1997_Ukraine,50150400000,19458693,124804,2017,0,8,10
267,1998,Export,Canada,124,1998_Canada,6.31813E+11,Ukraine,804,1998_Ukraine,41883240000,19854306,124804,2017,0,8,10
268,1999,Export,Canada,124,1999_Canada,6.76083E+11,Ukraine,804,1999_Ukraine,31580640000,18332091,124804,2017,0,8,10
269,2000,Export,Canada,124,2000_Canada,7.42293E+11,Ukraine,804,2000_Ukraine,31261530000,16600815,124804,2017,0,8,10
270,2001,Export,Canada,124,2001_Canada,7.3638E+11,Ukraine,804,2001_Ukraine,38009340000,12055047,124804,2017,0,8,10
271,2002,Export,Canada,124,2002_Canada,7.57951E+11,Ukraine,804,2002_Ukraine,42392900000,19707470,124804,2017,0,8,10
272,2003,Export,Canada,124,2003_Canada,8.92381E+11,Ukraine,804,2003_Ukraine,50132950000,47064075,124804,2017,0,8,10
273,2004,Export,Canada,124,2004_Canada,1.0232E+12,Ukraine,804,2004_Ukraine,64883060000,43692779,124804,2017,0,8,10
274,2005,Export,Canada,124,2005_Canada,1.16936E+12,Ukraine,804,2005_Ukraine,86142020000,67691671,124804,2017,0,8,10
275,2006,Export,Canada,124,2006_Canada,1.31542E+12,Ukraine,804,2006_Ukraine,1.07753E+11,93751236,124804,2017,0,8,10
276,2007,Export,Canada,124,2007_Canada,1.46498E+12,Ukraine,804,2007_Ukraine,1.42719E+11,119693757,124804,2017,0,8,10
277,2008,Export,Canada,124,2008_Canada,1.54913E+12,Ukraine,804,2008_Ukraine,1.79992E+11,216834791,124804,2017,0,8,10
278,2009,Export,Canada,124,2009_Canada,1.37115E+12,Ukraine,804,2009_Ukraine,1.17228E+11,98683667,124804,2017,0,8,10
279,2010,Export,Canada,124,2010_Canada,1.61346E+12,Ukraine,804,2010_Ukraine,1.36013E+11,152136663,124804,2017,0,8,10
280,2011,Export,Canada,124,2011_Canada,1.78865E+12,Ukraine,804,2011_Ukraine,1.6316E+11,151673728,124804,2017,0,8,10
281,2012,Export,Canada,124,2012_Canada,1.82429E+12,Ukraine,804,2012_Ukraine,1.75781E+11,149050473,124804,2017,0,8,10
282,2013,Export,Canada,124,2013_Canada,1.84263E+12,Ukraine,804,2013_Ukraine,1.8331E+11,203856132,124804,2017,0,8,10
283,2014,Export,Canada,124,2014_Canada,1.79927E+12,Ukraine,804,2014_Ukraine,1.33503E+11,130907357,124804,2017,0,8,10
284,2015,Export,Canada,124,2015_Canada,1.55962E+12,Ukraine,804,2015_Ukraine,91030960000,164723574,124804,2017,0,8,10
285,2016,Export,Canada,124,2016_Canada,1.53577E+12,Ukraine,804,2016_Ukraine,93270480000,200201013,124804,2017,0,8,10
286,2017,Export,Canada,124,2017_Canada,1.65304E+12,Ukraine,804,2017_Ukraine,1.12154E+11,206730192,124804,2017,1,8,10
287,1990,Export,Chile,152,1990_Chile,33113890000,Canada,124,1990_Canada,5.9393E+11,56986840,152124,1997,0,1,11
288,1991,Export,Chile,152,1991_Chile,37834790000,Canada,124,1991_Canada,6.10328E+11,54218664,152124,1997,0,1,11
289,1992,Export,Chile,152,1992_Chile,45964330000,Canada,124,1992_Canada,5.92388E+11,62851868,152124,1997,0,1,11
290,1993,Export,Chile,152,1993_Chile,49297770000,Canada,124,1993_Canada,5.77171E+11,61683664,152124,1997,0,1,11
291,1994,Export,Chile,152,1994_Chile,57008430000,Canada,124,1994_Canada,5.78139E+11,70500320,152124,1997,0,1,11
292,1995,Export,Chile,152,1995_Chile,73447060000,Canada,124,1995_Canada,6.04032E+11,94850208,152124,1997,0,1,11
293,1996,Export,Chile,152,1996_Chile,78039570000,Canada,124,1996_Canada,6.28546E+11,142850400,152124,1997,0,1,11
294,1997,Export,Chile,152,1997_Chile,84952360000,Canada,124,1997_Canada,6.52825E+11,133952600,152124,1997,1,1,11
295,1998,Export,Chile,152,1998_Chile,81577430000,Canada,124,1998_Canada,6.31813E+11,149807584,152124,1997,1,1,11
296,1999,Export,Chile,152,1999_Chile,75173790000,Canada,124,1999_Canada,6.76083E+11,175485294,152124,1997,1,1,11
297,2000,Export,Chile,152,2000_Chile,77860930000,Canada,124,2000_Canada,7.42293E+11,244075125,152124,1997,1,1,11
298,2001,Export,Chile,152,2001_Chile,70979920000,Canada,124,2001_Canada,7.3638E+11,285405114,152124,1997,1,1,11
299,2002,Export,Chile,152,2002_Chile,69736810000,Canada,124,2002_Canada,7.57951E+11,262580873,152124,1997,1,1,11
300,2003,Export,Chile,152,2003_Chile,75643460000,Canada,124,2003_Canada,8.92381E+11,437392281,152124,1997,1,1,11
301,2004,Export,Chile,152,2004_Chile,99210390000,Canada,124,2004_Canada,1.0232E+12,824914224,152124,1997,1,1,11
302,2005,Export,Chile,152,2005_Chile,1.22965E+11,Canada,124,2005_Canada,1.16936E+12,1109615122,152124,1997,1,1,11
303,2006,Export,Chile,152,2006_Chile,1.54788E+11,Canada,124,2006_Canada,1.31542E+12,1315753414,152124,1997,1,1,11
304,2007,Export,Chile,152,2007_Chile,1.73606E+11,Canada,124,2007_Canada,1.46498E+12,1304460604,152124,1997,1,1,11
305,2008,Export,Chile,152,2008_Chile,1.79638E+11,Canada,124,2008_Canada,1.54913E+12,1245492980,152124,1997,1,1,11
306,2009,Export,Chile,152,2009_Chile,1.72389E+11,Canada,124,2009_Canada,1.37115E+12,1279299508,152124,1997,1,1,11
307,2010,Export,Chile,152,2010_Chile,2.18538E+11,Canada,124,2010_Canada,1.61346E+12,1287015106,152124,1997,1,1,11
308,2011,Export,Chile,152,2011_Chile,2.52252E+11,Canada,124,2011_Canada,1.78865E+12,1473742360,152124,1997,1,1,11
309,2012,Export,Chile,152,2012_Chile,2.67122E+11,Canada,124,2012_Canada,1.82429E+12,1278961057,152124,1997,1,1,11
310,2013,Export,Chile,152,2013_Chile,2.78384E+11,Canada,124,2013_Canada,1.84263E+12,1418848526,152124,1997,1,1,11
311,2014,Export,Chile,152,2014_Chile,2.60584E+11,Canada,124,2014_Canada,1.79927E+12,1197132627,152124,1997,1,1,11
312,2015,Export,Chile,152,2015_Chile,2.43999E+11,Canada,124,2015_Canada,1.55962E+12,1234963592,152124,1997,1,1,11
313,2016,Export,Chile,152,2016_Chile,2.50036E+11,Canada,124,2016_Canada,1.53577E+12,973456212,152124,1997,1,1,11
314,2017,Export,Chile,152,2017_Chile,2.77076E+11,Canada,124,2017_Canada,1.65304E+12,1389921450,152124,1997,1,1,11
315,1990,Export,Chile,152,1990_Chile,33113890000,China,156,1990_China,3.60858E+11,34132364,152156,2010,0,2,12
316,1991,Export,Chile,152,1991_Chile,37834790000,China,156,1991_China,3.83373E+11,80425792,152156,2010,0,2,12
317,1992,Export,Chile,152,1992_Chile,45964330000,China,156,1992_China,4.26916E+11,221297344,152156,2010,0,2,12
318,1993,Export,Chile,152,1993_Chile,49297770000,China,156,1993_China,4.44731E+11,183334352,152156,2010,0,2,12
319,1994,Export,Chile,152,1994_Chile,57008430000,China,156,1994_China,5.64325E+11,133341824,152156,2010,0,2,12
320,1995,Export,Chile,152,1995_Chile,73447060000,China,156,1995_China,7.34548E+11,287195232,152156,2010,0,2,12
321,1996,Export,Chile,152,1996_Chile,78039570000,China,156,1996_China,8.63747E+11,372925152,152156,2010,0,2,12
322,1997,Export,Chile,152,1997_Chile,84952360000,China,156,1997_China,9.61604E+11,435177792,152156,2010,0,2,12
323,1998,Export,Chile,152,1998_Chile,81577430000,China,156,1998_China,1.02904E+12,476378336,152156,2010,0,2,12
324,1999,Export,Chile,152,1999_Chile,75173790000,China,156,1999_China,1.094E+12,357304410,152156,2010,0,2,12
325,2000,Export,Chile,152,2000_Chile,77860930000,China,156,2000_China,1.21135E+12,901771663,152156,2010,0,2,12
326,2001,Export,Chile,152,2001_Chile,70979920000,China,156,2001_China,1.3394E+12,1065035769,152156,2010,0,2,12
327,2002,Export,Chile,152,2002_Chile,69736810000,China,156,2002_China,1.47055E+12,1224827123,152156,2010,0,2,12
328,2003,Export,Chile,152,2003_Chile,75643460000,China,156,2003_China,1.66029E+12,1908891772,152156,2010,0,2,12
329,2004,Export,Chile,152,2004_Chile,99210390000,China,156,2004_China,1.95535E+12,3441769791,152156,2010,0,2,12
330,2005,Export,Chile,152,2005_Chile,1.22965E+11,China,156,2005_China,2.28597E+12,4895780901,152156,2010,0,2,12
331,2006,Export,Chile,152,2006_Chile,1.54788E+11,China,156,2006_China,2.75213E+12,5254963013,152156,2010,0,2,12
332,2007,Export,Chile,152,2007_Chile,1.73606E+11,China,156,2007_China,3.55218E+12,10505946918,152156,2010,0,2,12
333,2008,Export,Chile,152,2008_Chile,1.79638E+11,China,156,2008_China,4.59821E+12,8519386933,152156,2010,0,2,12
334,2009,Export,Chile,152,2009_Chile,1.72389E+11,China,156,2009_China,5.10995E+12,13028685440,152156,2010,0,2,12
335,2010,Export,Chile,152,2010_Chile,2.18538E+11,China,156,2010_China,6.10062E+12,17324561982,152156,2010,1,2,12
336,2011,Export,Chile,152,2011_Chile,2.52252E+11,China,156,2011_China,7.57255E+12,18628867199,152156,2010,1,2,12
337,2012,Export,Chile,152,2012_Chile,2.67122E+11,China,156,2012_China,8.56055E+12,18083559009,152156,2010,1,2,12
338,2013,Export,Chile,152,2013_Chile,2.78384E+11,China,156,2013_China,9.60722E+12,19067263572,152156,2010,1,2,12
339,2014,Export,Chile,152,2014_Chile,2.60584E+11,China,156,2014_China,1.04824E+13,18192758782,152156,2010,1,2,12
340,2015,Export,Chile,152,2015_Chile,2.43999E+11,China,156,2015_China,1.10647E+13,16219359327,152156,2010,1,2,12
341,2016,Export,Chile,152,2016_Chile,2.50036E+11,China,156,2016_China,1.1191E+13,17393951501,152156,2010,1,2,12
342,2017,Export,Chile,152,2017_Chile,2.77076E+11,China,156,2017_China,1.22377E+13,19090878401,152156,2010,1,2,12
343,1990,Export,Chile,152,1990_Chile,33113890000,Colombia,170,1990_Colombia,40274200000,80328920,152170,2009,0,3,13
344,1991,Export,Chile,152,1991_Chile,37834790000,Colombia,170,1991_Colombia,41239550000,54794216,152170,2009,0,3,13
345,1992,Export,Chile,152,1992_Chile,45964330000,Colombia,170,1992_Colombia,49279590000,75203928,152170,2009,0,3,13
346,1993,Export,Chile,152,1993_Chile,49297770000,Colombia,170,1993_Colombia,55802540000,71718184,152170,2009,0,3,13
347,1994,Export,Chile,152,1994_Chile,57008430000,Colombia,170,1994_Colombia,81703500000,116736912,152170,2009,0,3,13
348,1995,Export,Chile,152,1995_Chile,73447060000,Colombia,170,1995_Colombia,92507280000,188413536,152170,2009,0,3,13
349,1996,Export,Chile,152,1996_Chile,78039570000,Colombia,170,1996_Colombia,97160110000,194043872,152170,2009,0,3,13
350,1997,Export,Chile,152,1997_Chile,84952360000,Colombia,170,1997_Colombia,1.0666E+11,225990752,152170,2009,0,3,13
351,1998,Export,Chile,152,1998_Chile,81577430000,Colombia,170,1998_Colombia,98443740000,210307024,152170,2009,0,3,13
352,1999,Export,Chile,152,1999_Chile,75173790000,Colombia,170,1999_Colombia,86186160000,205766474,152170,2009,0,3,13
353,2000,Export,Chile,152,2000_Chile,77860930000,Colombia,170,2000_Colombia,99886580000,236323057,152170,2009,0,3,13
354,2001,Export,Chile,152,2001_Chile,70979920000,Colombia,170,2001_Colombia,98203550000,286512989,152170,2009,0,3,13
355,2002,Export,Chile,152,2002_Chile,69736810000,Colombia,170,2002_Colombia,97933390000,274555131,152170,2009,0,3,13
356,2003,Export,Chile,152,2003_Chile,75643460000,Colombia,170,2003_Colombia,94684580000,283120187,152170,2009,0,3,13
357,2004,Export,Chile,152,2004_Chile,99210390000,Colombia,170,2004_Colombia,1.17075E+11,310259175,152170,2009,0,3,13
358,2005,Export,Chile,152,2005_Chile,1.22965E+11,Colombia,170,2005_Colombia,1.46566E+11,344424988,152170,2009,0,3,13
359,2006,Export,Chile,152,2006_Chile,1.54788E+11,Colombia,170,2006_Colombia,1.6259E+11,487361676,152170,2009,0,3,13
360,2007,Export,Chile,152,2007_Chile,1.73606E+11,Colombia,170,2007_Colombia,2.07416E+11,608458339,152170,2009,0,3,13
361,2008,Export,Chile,152,2008_Chile,1.79638E+11,Colombia,170,2008_Colombia,2.43982E+11,716159385,152170,2009,0,3,13
362,2009,Export,Chile,152,2009_Chile,1.72389E+11,Colombia,170,2009_Colombia,2.33822E+11,554006443,152170,2009,1,3,13
363,2010,Export,Chile,152,2010_Chile,2.18538E+11,Colombia,170,2010_Colombia,2.87018E+11,729774359,152170,2009,1,3,13
364,2011,Export,Chile,152,2011_Chile,2.52252E+11,Colombia,170,2011_Colombia,3.35415E+11,898940940,152170,2009,1,3,13
365,2012,Export,Chile,152,2012_Chile,2.67122E+11,Colombia,170,2012_Colombia,3.6966E+11,910789329,152170,2009,1,3,13
366,2013,Export,Chile,152,2013_Chile,2.78384E+11,Colombia,170,2013_Colombia,3.80192E+11,865934202,152170,2009,1,3,13
367,2014,Export,Chile,152,2014_Chile,2.60584E+11,Colombia,170,2014_Colombia,3.78196E+11,902437590,152170,2009,1,3,13
368,2015,Export,Chile,152,2015_Chile,2.43999E+11,Colombia,170,2015_Colombia,2.9152E+11,784829178,152170,2009,1,3,13
369,2016,Export,Chile,152,2016_Chile,2.50036E+11,Colombia,170,2016_Colombia,2.80091E+11,742364202,152170,2009,1,3,13
370,2017,Export,Chile,152,2017_Chile,2.77076E+11,Colombia,170,2017_Colombia,3.09191E+11,702287771,152170,2009,1,3,13
371,1990,Export,Chile,152,1990_Chile,33113890000,Costa Rica,188,1990_Costa Rica,7403457000,18462884,152188,2002,0,4,14
372,1991,Export,Chile,152,1991_Chile,37834790000,Costa Rica,188,1991_Costa Rica,7168999000,11053453,152188,2002,0,4,14
373,1992,Export,Chile,152,1992_Chile,45964330000,Costa Rica,188,1992_Costa Rica,8528593000,22188968,152188,2002,0,4,14
374,1993,Export,Chile,152,1993_Chile,49297770000,Costa Rica,188,1993_Costa Rica,9537298000,14666542,152188,2002,0,4,14
375,1994,Export,Chile,152,1994_Chile,57008430000,Costa Rica,188,1994_Costa Rica,10432620000,16217231,152188,2002,0,4,14
376,1995,Export,Chile,152,1995_Chile,73447060000,Costa Rica,188,1995_Costa Rica,11513470000,13929620,152188,2002,0,4,14
377,1996,Export,Chile,152,1996_Chile,78039570000,Costa Rica,188,1996_Costa Rica,11618290000,24950464,152188,2002,0,4,14
378,1997,Export,Chile,152,1997_Chile,84952360000,Costa Rica,188,1997_Costa Rica,12552070000,33422632,152188,2002,0,4,14
379,1998,Export,Chile,152,1998_Chile,81577430000,Costa Rica,188,1998_Costa Rica,13617410000,29060704,152188,2002,0,4,14
380,1999,Export,Chile,152,1999_Chile,75173790000,Costa Rica,188,1999_Costa Rica,14195620000,46677078,152188,2002,0,4,14
381,2000,Export,Chile,152,2000_Chile,77860930000,Costa Rica,188,2000_Costa Rica,14949510000,48866075,152188,2002,0,4,14
382,2001,Export,Chile,152,2001_Chile,70979920000,Costa Rica,188,2001_Costa Rica,15913360000,61225205,152188,2002,0,4,14
383,2002,Export,Chile,152,2002_Chile,69736810000,Costa Rica,188,2002_Costa Rica,16504800000,64487764,152188,2002,1,4,14
384,2003,Export,Chile,152,2003_Chile,75643460000,Costa Rica,188,2003_Costa Rica,17195870000,73488498,152188,2002,1,4,14
385,2004,Export,Chile,152,2004_Chile,99210390000,Costa Rica,188,2004_Costa Rica,18529770000,97296249,152188,2002,1,4,14
